alert_id,application,alert_timestamp,alert_type,severity,root_cause,resolution_steps,mean_time_to_detect,mean_time_to_resolve,escalated,resolved_by,change_implemented,post_resolution_status,text
ALERT-36777,InsuranceApp,10/11/2024 00:00,Memory Leak Detected,High,Unreleased objects in application code,Fix memory leaks in code,18,92,Yes,Support Engineer,Infrastructure Scaling,Monitoring,10/11/2024 00:00 Memory Leak Detected Fix memory leaks in code InsuranceApp High Unreleased objects in application code Infrastructure Scaling Monitoring
ALERT-87160,PaymentGateway,04/06/2024 00:00,High CPU Usage,High,Unexpected traffic spike,Restart impacted services,8,38,No,Automated System,Code Fix,Closed,04/06/2024 00:00 High CPU Usage Restart impacted services PaymentGateway High Unexpected traffic spike Code Fix Closed
ALERT-96882,NotificationService,21/08/2024 00:00,Memory Leak Detected,Critical,High number of background processes,Restart affected services,12,105,No,Support Engineer,Database Indexing,Resolved,21/08/2024 00:00 Memory Leak Detected Restart affected services NotificationService Critical High number of background processes Database Indexing Resolved
ALERT-95055,InsuranceApp,13/01/2025 00:00,High CPU Usage,High,"Inefficient code (infinite loops, unoptimized queries)",Auto-scale infrastructure,3,20,Yes,Automated System,Database Indexing,Closed,"13/01/2025 00:00 High CPU Usage Auto-scale infrastructure InsuranceApp High Inefficient code (infinite loops, unoptimized queries) Database Indexing Closed"
ALERT-59138,InventoryService,14/11/2024 00:00,Service Unavailability,High,Deployment issues breaking services,Rollback recent deployments,19,118,No,Support Engineer,Infrastructure Scaling,Partially Fixed,14/11/2024 00:00 Service Unavailability Rollback recent deployments InventoryService High Deployment issues breaking services Infrastructure Scaling Partially Fixed
ALERT-48394,LoanProcessing,15/09/2024 00:00,Delayed Response Time,Medium,High server load,Scale application infrastructure,8,83,No,Support Engineer,Network Rerouting,Resolved,15/09/2024 00:00 Delayed Response Time Scale application infrastructure LoanProcessing Medium High server load Network Rerouting Resolved
ALERT-33910,LoanProcessing,09/04/2024 00:00,Delayed Response Time,High,Backend service delays,Implement caching mechanisms,20,94,Yes,Infrastructure Team,Infrastructure Scaling,Closed,09/04/2024 00:00 Delayed Response Time Implement caching mechanisms LoanProcessing High Backend service delays Infrastructure Scaling Closed
ALERT-39316,BankingApp,12/05/2024 00:00,Service Unavailability,High,Network connectivity issues,Rollback recent deployments,16,46,Yes,Infrastructure Team,Database Indexing,Monitoring,12/05/2024 00:00 Service Unavailability Rollback recent deployments BankingApp High Network connectivity issues Database Indexing Monitoring
ALERT-30061,LoanProcessing,26/02/2025 00:00,Memory Leak Detected,Critical,Unreleased objects in application code,Improve memory management,5,120,No,Support Engineer,,Resolved,26/02/2025 00:00 Memory Leak Detected Improve memory management LoanProcessing Critical Unreleased objects in application code  Resolved
ALERT-30876,PaymentGateway,14/06/2024 00:00,Database Performance Issues,Critical,High DB connections,Optimize queries and add indexing,4,62,No,Automated System,Database Indexing,Partially Fixed,14/06/2024 00:00 Database Performance Issues Optimize queries and add indexing PaymentGateway Critical High DB connections Database Indexing Partially Fixed
ALERT-10342,NotificationService,10/06/2024 00:00,Delayed Response Time,Medium,Backend service delays,Optimize DB queries,12,45,Yes,Automated System,Infrastructure Scaling,Partially Fixed,10/06/2024 00:00 Delayed Response Time Optimize DB queries NotificationService Medium Backend service delays Infrastructure Scaling Partially Fixed
ALERT-81392,InventoryService,30/06/2024 00:00,Database Performance Issues,Critical,Unoptimized SQL Queries,Optimize queries and add indexing,21,118,No,Automated System,Code Fix,Monitoring,30/06/2024 00:00 Database Performance Issues Optimize queries and add indexing InventoryService Critical Unoptimized SQL Queries Code Fix Monitoring
ALERT-68205,NotificationService,17/04/2024 00:00,High CPU Usage,High,"Inefficient code (infinite loops, unoptimized queries)",Restart impacted services,3,35,No,Support Engineer,Database Indexing,Reoccurred,"17/04/2024 00:00 High CPU Usage Restart impacted services NotificationService High Inefficient code (infinite loops, unoptimized queries) Database Indexing Reoccurred"
ALERT-64975,NotificationService,03/08/2024 00:00,High CPU Usage,Critical,Memory leaks,Optimize queries and code,21,71,Yes,Support Engineer,Network Rerouting,Closed,03/08/2024 00:00 High CPU Usage Optimize queries and code NotificationService Critical Memory leaks Network Rerouting Closed
ALERT-13253,LoanProcessing,04/12/2024 00:00,Service Unavailability,High,Network connectivity issues,Investigate network issues,2,32,Yes,Support Engineer,Database Indexing,Closed,04/12/2024 00:00 Service Unavailability Investigate network issues LoanProcessing High Network connectivity issues Database Indexing Closed
ALERT-42440,InsuranceApp,14/11/2024 00:00,Service Unavailability,Critical,Deployment issues breaking services,Restart service automatically,13,119,Yes,Automated System,,Closed,14/11/2024 00:00 Service Unavailability Restart service automatically InsuranceApp Critical Deployment issues breaking services  Closed
ALERT-61819,InsuranceApp,03/12/2024 00:00,Database Performance Issues,Critical,High DB connections,Scale database resources,10,88,Yes,Infrastructure Team,Network Rerouting,Closed,03/12/2024 00:00 Database Performance Issues Scale database resources InsuranceApp Critical High DB connections Network Rerouting Closed
ALERT-22490,InsuranceApp,13/11/2024 00:00,Delayed Response Time,High,Slow database queries,Scale application infrastructure,1,27,No,Infrastructure Team,,Partially Fixed,13/11/2024 00:00 Delayed Response Time Scale application infrastructure InsuranceApp High Slow database queries  Partially Fixed
ALERT-73046,NotificationService,25/09/2024 00:00,API Failure - 500 Error Surge,Critical,High API traffic exceeding rate limits,Scale up backend services,15,84,No,Support Engineer,Network Rerouting,Closed,25/09/2024 00:00 API Failure - 500 Error Surge Scale up backend services NotificationService Critical High API traffic exceeding rate limits Network Rerouting Closed
ALERT-72501,LoanProcessing,18/01/2025 00:00,Memory Leak Detected,High,Unreleased objects in application code,Improve memory management,3,100,Yes,Support Engineer,,Monitoring,18/01/2025 00:00 Memory Leak Detected Improve memory management LoanProcessing High Unreleased objects in application code  Monitoring
ALERT-11573,InventoryService,16/11/2024 00:00,Database Performance Issues,Critical,High DB connections,Optimize queries and add indexing,5,112,No,Support Engineer,,Closed,16/11/2024 00:00 Database Performance Issues Optimize queries and add indexing InventoryService Critical High DB connections  Closed
ALERT-12581,InsuranceApp,31/12/2024 00:00,Memory Leak Detected,High,Unreleased objects in application code,Improve memory management,2,62,Yes,Infrastructure Team,,Partially Fixed,31/12/2024 00:00 Memory Leak Detected Improve memory management InsuranceApp High Unreleased objects in application code  Partially Fixed
ALERT-92386,LoanProcessing,11/05/2024 00:00,High CPU Usage,High,Memory leaks,Restart impacted services,18,93,No,Automated System,Code Fix,Partially Fixed,11/05/2024 00:00 High CPU Usage Restart impacted services LoanProcessing High Memory leaks Code Fix Partially Fixed
ALERT-59284,BankingApp,22/04/2024 00:00,API Failure - 500 Error Surge,High,Service down,Restart failing microservices,14,53,No,Automated System,Network Rerouting,Reoccurred,22/04/2024 00:00 API Failure - 500 Error Surge Restart failing microservices BankingApp High Service down Network Rerouting Reoccurred
ALERT-27830,InsuranceApp,08/12/2024 00:00,High CPU Usage,Medium,"Inefficient code (infinite loops, unoptimized queries)",Optimize queries and code,5,93,Yes,Infrastructure Team,,Closed,"08/12/2024 00:00 High CPU Usage Optimize queries and code InsuranceApp Medium Inefficient code (infinite loops, unoptimized queries)  Closed"
ALERT-13192,LoanProcessing,12/01/2025 00:00,Delayed Response Time,Medium,High server load,Implement caching mechanisms,2,68,No,Support Engineer,Network Rerouting,Partially Fixed,12/01/2025 00:00 Delayed Response Time Implement caching mechanisms LoanProcessing Medium High server load Network Rerouting Partially Fixed
ALERT-87950,InsuranceApp,07/09/2024 00:00,Memory Leak Detected,Critical,High number of background processes,Restart affected services,15,24,No,Automated System,Code Fix,Partially Fixed,07/09/2024 00:00 Memory Leak Detected Restart affected services InsuranceApp Critical High number of background processes Code Fix Partially Fixed
ALERT-38750,NotificationService,14/01/2025 00:00,High CPU Usage,Medium,"Inefficient code (infinite loops, unoptimized queries)",Optimize queries and code,6,57,Yes,Automated System,,Closed,"14/01/2025 00:00 High CPU Usage Optimize queries and code NotificationService Medium Inefficient code (infinite loops, unoptimized queries)  Closed"
ALERT-48557,NotificationService,03/03/2025 00:00,Delayed Response Time,High,Slow database queries,Optimize DB queries,23,28,No,Support Engineer,Infrastructure Scaling,Resolved,03/03/2025 00:00 Delayed Response Time Optimize DB queries NotificationService High Slow database queries Infrastructure Scaling Resolved
ALERT-16948,PaymentGateway,21/10/2024 00:00,API Failure - 500 Error Surge,Critical,High API traffic exceeding rate limits,Restart failing microservices,6,24,No,Infrastructure Team,Infrastructure Scaling,Monitoring,21/10/2024 00:00 API Failure - 500 Error Surge Restart failing microservices PaymentGateway Critical High API traffic exceeding rate limits Infrastructure Scaling Monitoring
ALERT-62260,LoanProcessing,05/03/2025 00:00,Service Unavailability,High,Network connectivity issues,Rollback recent deployments,3,83,Yes,Automated System,Database Indexing,Partially Fixed,05/03/2025 00:00 Service Unavailability Rollback recent deployments LoanProcessing High Network connectivity issues Database Indexing Partially Fixed
ALERT-62020,InsuranceApp,14/05/2024 00:00,Memory Leak Detected,High,High number of background processes,Fix memory leaks in code,14,119,Yes,Support Engineer,Network Rerouting,Closed,14/05/2024 00:00 Memory Leak Detected Fix memory leaks in code InsuranceApp High High number of background processes Network Rerouting Closed
ALERT-80783,InventoryService,01/04/2025 00:00,Service Unavailability,Critical,Server crash or unexpected shutdown,Investigate network issues,23,46,Yes,Support Engineer,Infrastructure Scaling,Resolved,01/04/2025 00:00 Service Unavailability Investigate network issues InventoryService Critical Server crash or unexpected shutdown Infrastructure Scaling Resolved
ALERT-86443,NotificationService,05/01/2025 00:00,API Failure - 500 Error Surge,High,High API traffic exceeding rate limits,Restart failing microservices,2,28,Yes,Automated System,Infrastructure Scaling,Closed,05/01/2025 00:00 API Failure - 500 Error Surge Restart failing microservices NotificationService High High API traffic exceeding rate limits Infrastructure Scaling Closed
ALERT-86018,InsuranceApp,19/02/2025 00:00,Service Unavailability,High,Network connectivity issues,Restart service automatically,20,47,No,Automated System,Infrastructure Scaling,Partially Fixed,19/02/2025 00:00 Service Unavailability Restart service automatically InsuranceApp High Network connectivity issues Infrastructure Scaling Partially Fixed
ALERT-38940,InventoryService,30/04/2024 00:00,High CPU Usage,High,"Inefficient code (infinite loops, unoptimized queries)",Restart impacted services,5,80,Yes,Infrastructure Team,Code Fix,Monitoring,"30/04/2024 00:00 High CPU Usage Restart impacted services InventoryService High Inefficient code (infinite loops, unoptimized queries) Code Fix Monitoring"
ALERT-91394,BankingApp,15/09/2024 00:00,Delayed Response Time,Medium,High server load,Implement caching mechanisms,14,110,No,Automated System,Network Rerouting,Partially Fixed,15/09/2024 00:00 Delayed Response Time Implement caching mechanisms BankingApp Medium High server load Network Rerouting Partially Fixed
ALERT-37726,LoanProcessing,06/11/2024 00:00,API Failure - 500 Error Surge,High,Service down,Scale up backend services,10,114,Yes,Support Engineer,,Resolved,06/11/2024 00:00 API Failure - 500 Error Surge Scale up backend services LoanProcessing High Service down  Resolved
ALERT-98197,LoanProcessing,09/08/2024 00:00,Service Unavailability,High,Server crash or unexpected shutdown,Restart service automatically,21,108,Yes,Infrastructure Team,Network Rerouting,Reoccurred,09/08/2024 00:00 Service Unavailability Restart service automatically LoanProcessing High Server crash or unexpected shutdown Network Rerouting Reoccurred
ALERT-65766,NotificationService,18/11/2024 00:00,Memory Leak Detected,Critical,Unreleased objects in application code,Fix memory leaks in code,15,48,No,Support Engineer,Database Indexing,Reoccurred,18/11/2024 00:00 Memory Leak Detected Fix memory leaks in code NotificationService Critical Unreleased objects in application code Database Indexing Reoccurred
ALERT-94716,NotificationService,15/07/2024 00:00,Database Performance Issues,High,Indexing issues,Kill long-running queries,10,59,Yes,Infrastructure Team,Infrastructure Scaling,Reoccurred,15/07/2024 00:00 Database Performance Issues Kill long-running queries NotificationService High Indexing issues Infrastructure Scaling Reoccurred
ALERT-85534,InsuranceApp,01/05/2024 00:00,Delayed Response Time,High,Slow database queries,Optimize DB queries,17,117,Yes,Support Engineer,Code Fix,Resolved,01/05/2024 00:00 Delayed Response Time Optimize DB queries InsuranceApp High Slow database queries Code Fix Resolved
ALERT-64458,LoanProcessing,10/08/2024 00:00,High CPU Usage,High,Unexpected traffic spike,Restart impacted services,7,40,No,Infrastructure Team,Database Indexing,Reoccurred,10/08/2024 00:00 High CPU Usage Restart impacted services LoanProcessing High Unexpected traffic spike Database Indexing Reoccurred
ALERT-22974,InsuranceApp,19/03/2025 00:00,Service Unavailability,Critical,Server crash or unexpected shutdown,Investigate network issues,17,57,Yes,Automated System,Network Rerouting,Reoccurred,19/03/2025 00:00 Service Unavailability Investigate network issues InsuranceApp Critical Server crash or unexpected shutdown Network Rerouting Reoccurred
ALERT-20258,InventoryService,28/07/2024 00:00,Service Unavailability,High,Network connectivity issues,Restart service automatically,24,118,Yes,Automated System,Database Indexing,Closed,28/07/2024 00:00 Service Unavailability Restart service automatically InventoryService High Network connectivity issues Database Indexing Closed
ALERT-23965,BankingApp,31/07/2024 00:00,Delayed Response Time,Medium,Slow database queries,Scale application infrastructure,14,75,No,Automated System,,Partially Fixed,31/07/2024 00:00 Delayed Response Time Scale application infrastructure BankingApp Medium Slow database queries  Partially Fixed
ALERT-95099,InsuranceApp,16/02/2025 00:00,API Failure - 500 Error Surge,High,High API traffic exceeding rate limits,Scale up backend services,13,54,Yes,Automated System,,Reoccurred,16/02/2025 00:00 API Failure - 500 Error Surge Scale up backend services InsuranceApp High High API traffic exceeding rate limits  Reoccurred
ALERT-26112,BankingApp,14/09/2024 00:00,High CPU Usage,High,Unexpected traffic spike,Restart impacted services,8,106,No,Infrastructure Team,Network Rerouting,Resolved,14/09/2024 00:00 High CPU Usage Restart impacted services BankingApp High Unexpected traffic spike Network Rerouting Resolved
ALERT-17646,NotificationService,28/11/2024 00:00,Delayed Response Time,High,Network congestion,Scale application infrastructure,18,55,No,Support Engineer,Infrastructure Scaling,Reoccurred,28/11/2024 00:00 Delayed Response Time Scale application infrastructure NotificationService High Network congestion Infrastructure Scaling Reoccurred
ALERT-37844,BankingApp,16/10/2024 00:00,High CPU Usage,Critical,Memory leaks,Auto-scale infrastructure,5,72,No,Support Engineer,Database Indexing,Monitoring,16/10/2024 00:00 High CPU Usage Auto-scale infrastructure BankingApp Critical Memory leaks Database Indexing Monitoring
ALERT-52854,InventoryService,22/08/2024 00:00,API Failure - 500 Error Surge,High,High API traffic exceeding rate limits,Restart failing microservices,23,29,Yes,Automated System,Database Indexing,Reoccurred,22/08/2024 00:00 API Failure - 500 Error Surge Restart failing microservices InventoryService High High API traffic exceeding rate limits Database Indexing Reoccurred
ALERT-66381,LoanProcessing,17/08/2024 00:00,Database Performance Issues,Critical,High DB connections,Optimize queries and add indexing,13,20,Yes,Infrastructure Team,Database Indexing,Resolved,17/08/2024 00:00 Database Performance Issues Optimize queries and add indexing LoanProcessing Critical High DB connections Database Indexing Resolved
ALERT-67105,InventoryService,30/09/2024 00:00,Memory Leak Detected,Medium,High number of background processes,Fix memory leaks in code,20,50,Yes,Automated System,Code Fix,Reoccurred,30/09/2024 00:00 Memory Leak Detected Fix memory leaks in code InventoryService Medium High number of background processes Code Fix Reoccurred
ALERT-82208,InsuranceApp,12/11/2024 00:00,Memory Leak Detected,High,Unreleased objects in application code,Restart affected services,5,86,Yes,Infrastructure Team,Database Indexing,Resolved,12/11/2024 00:00 Memory Leak Detected Restart affected services InsuranceApp High Unreleased objects in application code Database Indexing Resolved
ALERT-14763,LoanProcessing,01/04/2025 00:00,API Failure - 500 Error Surge,High,High API traffic exceeding rate limits,Restart failing microservices,21,44,No,Support Engineer,,Closed,01/04/2025 00:00 API Failure - 500 Error Surge Restart failing microservices LoanProcessing High High API traffic exceeding rate limits  Closed
ALERT-84597,LoanProcessing,25/12/2024 00:00,High CPU Usage,High,"Inefficient code (infinite loops, unoptimized queries)",Optimize queries and code,18,109,No,Support Engineer,Network Rerouting,Monitoring,"25/12/2024 00:00 High CPU Usage Optimize queries and code LoanProcessing High Inefficient code (infinite loops, unoptimized queries) Network Rerouting Monitoring"
ALERT-50904,NotificationService,09/10/2024 00:00,Delayed Response Time,High,Slow database queries,Scale application infrastructure,8,112,Yes,Automated System,Network Rerouting,Closed,09/10/2024 00:00 Delayed Response Time Scale application infrastructure NotificationService High Slow database queries Network Rerouting Closed
ALERT-23153,InsuranceApp,11/04/2024 00:00,Delayed Response Time,Medium,High server load,Scale application infrastructure,19,80,No,Infrastructure Team,Network Rerouting,Reoccurred,11/04/2024 00:00 Delayed Response Time Scale application infrastructure InsuranceApp Medium High server load Network Rerouting Reoccurred
ALERT-94691,BankingApp,21/12/2024 00:00,Service Unavailability,Critical,Network connectivity issues,Rollback recent deployments,15,21,No,Infrastructure Team,Infrastructure Scaling,Reoccurred,21/12/2024 00:00 Service Unavailability Rollback recent deployments BankingApp Critical Network connectivity issues Infrastructure Scaling Reoccurred
ALERT-60386,InventoryService,30/03/2025 00:00,API Failure - 500 Error Surge,Critical,High API traffic exceeding rate limits,Scale up backend services,16,118,Yes,Infrastructure Team,Code Fix,Resolved,30/03/2025 00:00 API Failure - 500 Error Surge Scale up backend services InventoryService Critical High API traffic exceeding rate limits Code Fix Resolved
ALERT-71149,PaymentGateway,17/08/2024 00:00,High CPU Usage,High,Memory leaks,Restart impacted services,20,21,Yes,Infrastructure Team,Infrastructure Scaling,Monitoring,17/08/2024 00:00 High CPU Usage Restart impacted services PaymentGateway High Memory leaks Infrastructure Scaling Monitoring
ALERT-24088,BankingApp,16/03/2025 00:00,Database Performance Issues,High,Indexing issues,Kill long-running queries,15,73,Yes,Infrastructure Team,Infrastructure Scaling,Reoccurred,16/03/2025 00:00 Database Performance Issues Kill long-running queries BankingApp High Indexing issues Infrastructure Scaling Reoccurred
ALERT-78443,PaymentGateway,07/05/2024 00:00,Memory Leak Detected,Medium,High number of background processes,Fix memory leaks in code,1,56,Yes,Infrastructure Team,Infrastructure Scaling,Monitoring,07/05/2024 00:00 Memory Leak Detected Fix memory leaks in code PaymentGateway Medium High number of background processes Infrastructure Scaling Monitoring
ALERT-74715,PaymentGateway,13/10/2024 00:00,High CPU Usage,Medium,Memory leaks,Optimize queries and code,22,28,No,Infrastructure Team,Network Rerouting,Closed,13/10/2024 00:00 High CPU Usage Optimize queries and code PaymentGateway Medium Memory leaks Network Rerouting Closed
ALERT-65232,BankingApp,04/03/2025 00:00,High CPU Usage,Medium,Memory leaks,Restart impacted services,20,67,No,Automated System,Infrastructure Scaling,Reoccurred,04/03/2025 00:00 High CPU Usage Restart impacted services BankingApp Medium Memory leaks Infrastructure Scaling Reoccurred
ALERT-26604,InventoryService,22/05/2024 00:00,Memory Leak Detected,Medium,High number of background processes,Improve memory management,1,24,No,Infrastructure Team,,Reoccurred,22/05/2024 00:00 Memory Leak Detected Improve memory management InventoryService Medium High number of background processes  Reoccurred
ALERT-83541,InventoryService,31/05/2024 00:00,Database Performance Issues,Critical,Unoptimized SQL Queries,Kill long-running queries,13,67,No,Support Engineer,Database Indexing,Partially Fixed,31/05/2024 00:00 Database Performance Issues Kill long-running queries InventoryService Critical Unoptimized SQL Queries Database Indexing Partially Fixed
ALERT-59210,InsuranceApp,09/06/2024 00:00,API Failure - 500 Error Surge,High,High API traffic exceeding rate limits,Restart failing microservices,10,119,No,Infrastructure Team,Code Fix,Closed,09/06/2024 00:00 API Failure - 500 Error Surge Restart failing microservices InsuranceApp High High API traffic exceeding rate limits Code Fix Closed
ALERT-75027,NotificationService,22/10/2024 00:00,High CPU Usage,Medium,Memory leaks,Optimize queries and code,9,65,No,Automated System,Network Rerouting,Reoccurred,22/10/2024 00:00 High CPU Usage Optimize queries and code NotificationService Medium Memory leaks Network Rerouting Reoccurred
ALERT-29880,NotificationService,06/07/2024 00:00,API Failure - 500 Error Surge,Critical,Service down,Scale up backend services,19,55,Yes,Support Engineer,Code Fix,Reoccurred,06/07/2024 00:00 API Failure - 500 Error Surge Scale up backend services NotificationService Critical Service down Code Fix Reoccurred
ALERT-59000,LoanProcessing,04/06/2024 00:00,Database Performance Issues,High,Unoptimized SQL Queries,Scale database resources,14,75,Yes,Automated System,Infrastructure Scaling,Partially Fixed,04/06/2024 00:00 Database Performance Issues Scale database resources LoanProcessing High Unoptimized SQL Queries Infrastructure Scaling Partially Fixed
ALERT-33271,BankingApp,23/07/2024 00:00,Memory Leak Detected,Critical,High number of background processes,Restart affected services,7,65,Yes,Support Engineer,Network Rerouting,Resolved,23/07/2024 00:00 Memory Leak Detected Restart affected services BankingApp Critical High number of background processes Network Rerouting Resolved
ALERT-99622,InsuranceApp,24/12/2024 00:00,High CPU Usage,High,Memory leaks,Auto-scale infrastructure,22,89,No,Automated System,,Closed,24/12/2024 00:00 High CPU Usage Auto-scale infrastructure InsuranceApp High Memory leaks  Closed
ALERT-75436,PaymentGateway,04/09/2024 00:00,Database Performance Issues,High,High DB connections,Scale database resources,7,98,No,Automated System,Code Fix,Partially Fixed,04/09/2024 00:00 Database Performance Issues Scale database resources PaymentGateway High High DB connections Code Fix Partially Fixed
ALERT-59983,InventoryService,23/02/2025 00:00,Delayed Response Time,Medium,Slow database queries,Optimize DB queries,1,83,Yes,Infrastructure Team,Infrastructure Scaling,Partially Fixed,23/02/2025 00:00 Delayed Response Time Optimize DB queries InventoryService Medium Slow database queries Infrastructure Scaling Partially Fixed
ALERT-44528,BankingApp,20/02/2025 00:00,Delayed Response Time,Medium,Backend service delays,Scale application infrastructure,1,82,No,Automated System,Database Indexing,Partially Fixed,20/02/2025 00:00 Delayed Response Time Scale application infrastructure BankingApp Medium Backend service delays Database Indexing Partially Fixed
ALERT-36663,InsuranceApp,15/09/2024 00:00,Database Performance Issues,High,High DB connections,Scale database resources,9,107,Yes,Automated System,Code Fix,Partially Fixed,15/09/2024 00:00 Database Performance Issues Scale database resources InsuranceApp High High DB connections Code Fix Partially Fixed
ALERT-21313,InsuranceApp,07/05/2024 00:00,Database Performance Issues,High,Indexing issues,Scale database resources,5,84,No,Support Engineer,Code Fix,Closed,07/05/2024 00:00 Database Performance Issues Scale database resources InsuranceApp High Indexing issues Code Fix Closed
ALERT-94858,InsuranceApp,20/02/2025 00:00,Database Performance Issues,High,Unoptimized SQL Queries,Optimize queries and add indexing,14,32,No,Support Engineer,Network Rerouting,Reoccurred,20/02/2025 00:00 Database Performance Issues Optimize queries and add indexing InsuranceApp High Unoptimized SQL Queries Network Rerouting Reoccurred
ALERT-62400,LoanProcessing,07/07/2024 00:00,Service Unavailability,Critical,Deployment issues breaking services,Restart service automatically,1,31,Yes,Automated System,Network Rerouting,Resolved,07/07/2024 00:00 Service Unavailability Restart service automatically LoanProcessing Critical Deployment issues breaking services Network Rerouting Resolved
ALERT-30019,PaymentGateway,28/06/2024 00:00,Database Performance Issues,High,High DB connections,Kill long-running queries,19,117,No,Support Engineer,,Resolved,28/06/2024 00:00 Database Performance Issues Kill long-running queries PaymentGateway High High DB connections  Resolved
ALERT-60694,BankingApp,24/07/2024 00:00,API Failure - 500 Error Surge,Critical,Service down,Restart failing microservices,24,72,No,Infrastructure Team,,Monitoring,24/07/2024 00:00 API Failure - 500 Error Surge Restart failing microservices BankingApp Critical Service down  Monitoring
ALERT-90441,LoanProcessing,01/09/2024 00:00,High CPU Usage,High,Unexpected traffic spike,Optimize queries and code,2,112,Yes,Infrastructure Team,Infrastructure Scaling,Reoccurred,01/09/2024 00:00 High CPU Usage Optimize queries and code LoanProcessing High Unexpected traffic spike Infrastructure Scaling Reoccurred
ALERT-39928,PaymentGateway,04/07/2024 00:00,Service Unavailability,Critical,Deployment issues breaking services,Restart service automatically,4,112,No,Support Engineer,Network Rerouting,Partially Fixed,04/07/2024 00:00 Service Unavailability Restart service automatically PaymentGateway Critical Deployment issues breaking services Network Rerouting Partially Fixed
ALERT-67974,LoanProcessing,12/06/2024 00:00,High CPU Usage,Critical,Unexpected traffic spike,Auto-scale infrastructure,13,39,No,Infrastructure Team,Code Fix,Resolved,12/06/2024 00:00 High CPU Usage Auto-scale infrastructure LoanProcessing Critical Unexpected traffic spike Code Fix Resolved
ALERT-93744,PaymentGateway,18/01/2025 00:00,API Failure - 500 Error Surge,Critical,High API traffic exceeding rate limits,Restart failing microservices,10,63,No,Automated System,,Closed,18/01/2025 00:00 API Failure - 500 Error Surge Restart failing microservices PaymentGateway Critical High API traffic exceeding rate limits  Closed
ALERT-36349,InsuranceApp,01/07/2024 00:00,Delayed Response Time,Medium,Network congestion,Scale application infrastructure,17,78,No,Infrastructure Team,,Closed,01/07/2024 00:00 Delayed Response Time Scale application infrastructure InsuranceApp Medium Network congestion  Closed
ALERT-46078,LoanProcessing,29/04/2024 00:00,Delayed Response Time,High,Backend service delays,Scale application infrastructure,7,45,No,Infrastructure Team,,Partially Fixed,29/04/2024 00:00 Delayed Response Time Scale application infrastructure LoanProcessing High Backend service delays  Partially Fixed
ALERT-30561,PaymentGateway,12/05/2024 00:00,Service Unavailability,High,Server crash or unexpected shutdown,Restart service automatically,23,69,Yes,Infrastructure Team,Network Rerouting,Reoccurred,12/05/2024 00:00 Service Unavailability Restart service automatically PaymentGateway High Server crash or unexpected shutdown Network Rerouting Reoccurred
ALERT-37244,NotificationService,05/06/2024 00:00,API Failure - 500 Error Surge,High,Service down,Scale up backend services,4,64,No,Infrastructure Team,Database Indexing,Resolved,05/06/2024 00:00 API Failure - 500 Error Surge Scale up backend services NotificationService High Service down Database Indexing Resolved
ALERT-37758,InsuranceApp,25/04/2024 00:00,High CPU Usage,High,Memory leaks,Restart impacted services,21,84,No,Support Engineer,Network Rerouting,Partially Fixed,25/04/2024 00:00 High CPU Usage Restart impacted services InsuranceApp High Memory leaks Network Rerouting Partially Fixed
ALERT-29660,BankingApp,11/04/2024 00:00,Memory Leak Detected,Medium,High number of background processes,Fix memory leaks in code,22,37,No,Automated System,,Partially Fixed,11/04/2024 00:00 Memory Leak Detected Fix memory leaks in code BankingApp Medium High number of background processes  Partially Fixed
ALERT-19967,LoanProcessing,01/11/2024 00:00,Database Performance Issues,High,High DB connections,Kill long-running queries,16,32,Yes,Automated System,Code Fix,Resolved,01/11/2024 00:00 Database Performance Issues Kill long-running queries LoanProcessing High High DB connections Code Fix Resolved
ALERT-43035,InsuranceApp,12/09/2024 00:00,Memory Leak Detected,Medium,Unreleased objects in application code,Fix memory leaks in code,1,99,No,Automated System,Database Indexing,Resolved,12/09/2024 00:00 Memory Leak Detected Fix memory leaks in code InsuranceApp Medium Unreleased objects in application code Database Indexing Resolved
ALERT-36582,InventoryService,14/07/2024 00:00,High CPU Usage,Medium,Unexpected traffic spike,Optimize queries and code,2,52,No,Automated System,Network Rerouting,Resolved,14/07/2024 00:00 High CPU Usage Optimize queries and code InventoryService Medium Unexpected traffic spike Network Rerouting Resolved
ALERT-87392,BankingApp,30/10/2024 00:00,Service Unavailability,Critical,Server crash or unexpected shutdown,Investigate network issues,22,30,No,Support Engineer,Network Rerouting,Monitoring,30/10/2024 00:00 Service Unavailability Investigate network issues BankingApp Critical Server crash or unexpected shutdown Network Rerouting Monitoring
ALERT-99664,InsuranceApp,11/01/2025 00:00,Delayed Response Time,High,Network congestion,Optimize DB queries,13,97,No,Infrastructure Team,Database Indexing,Reoccurred,11/01/2025 00:00 Delayed Response Time Optimize DB queries InsuranceApp High Network congestion Database Indexing Reoccurred
ALERT-24418,PaymentGateway,01/03/2025 00:00,High CPU Usage,Medium,"Inefficient code (infinite loops, unoptimized queries)",Auto-scale infrastructure,17,35,No,Infrastructure Team,Infrastructure Scaling,Reoccurred,"01/03/2025 00:00 High CPU Usage Auto-scale infrastructure PaymentGateway Medium Inefficient code (infinite loops, unoptimized queries) Infrastructure Scaling Reoccurred"
